HR,Name,DM,HD,SAO,FK5,IRFlag,r_IRFloag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs1900,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B ,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
3176,10Mu 2Cnc,BD+22 186,67228,79959,2630,I,',,,,,8,1,52.8,+,21,52,20,8,7,45.8,+,21,34,54,200.81,25.99,5.30,,,0.63,,0.21,,,,G1IVb,,0.022,-0.069,,0.034,-36,,=<,10,,,,,,
4415,,CP-60 294,99556,251406,,,,W,,,,11,22,5.4,-,60,33,54,11,26,35.3,-,61,6,55,292.87,0.09,5.30,,,-0.08,,-0.54,,-0.06,,B3IV,,-0.026,0.002,,,9,,,205,,8.5,13.0,,,*
4504,3    Dra,BD+67  71,101673,15606,440,I,,,,,,11,36,53.8,+,67,17,54,11,42,28.4,+,66,44,42,133.20,48.99,5.30,,,1.28,,1.24,,,,K3III,,-0.043,0.038,,,3,V?,<,17,,,,,,
4558,,CD-25 893,103462,180288,2950,,,,,,,11,49,37.0,-,25,9,34,11,54,42.5,-,25,42,50,287.21,35.42,5.30,,,0.88,,0.53,,,,G4III,,0.048,0.081,,0.032,-11,V,,,,,,,,
5548,12    Lib,CD-241173,131430,182983,,I,,,,,,14,48,31.5,-,24,14,0,14,54,20.1,-,24,38,32,335.49,30.35,5.30,,,1.32,,1.54,,,,K2III,,-0.010,-0.027,,0.041,9,V?,,,,,,,,
7624,The2Sgr,CD-351383,189118,211717,,,,W,,,,19,53,21.9,-,34,58,1,19,59,51.3,-,34,41,52,6.17,-28.34,5.30,,,0.17,,0.06,,0.07,,A4/5IV,,0.100,-0.075,,0.033,-18,,,0,,5.5,30,AB,3,
8048,Zet Mic,CD-391408,200163,212666,790,,,,,,,20,56,34.6,-,39,1,19,21,2,58.0,-,38,37,54,4.03,-41.46,5.30,,,0.41,,,,,,F3V,,-0.028,-0.111,,0.024,5,V?,,47,,,,,,
8087,25Chi Cap,BD-21 593,201184,190050,3690,,,W,,,,21,2,50.0,-,21,35,44,21,8,33.6,-,21,11,37,26.84,-39.21,5.30,,,0.01,,-0.03,,,,A0V,,0.022,-0.060,,0.046,-7,V?,,199,:,5.7,67.0,AB,4,
8289,7    Peg,BD+05 485,206487,127002,3732,I,,,,,13848,21,37,15.3,+,5,13,28,21,42,15.5,+,5,40,48,61.36,-33.75,5.30,,,1.64,,1.95,,,,M2IIIab,,0.014,-0.006,,,-4,V?,,,,,,,,
8410,32    Aqr,BD-01 424,209625,145853,,,,,,,,21,59,38.8,-,1,23,24,22,4,47.4,-,0,54,24,59.10,-42.22,5.30,,,0.23,,0.15,,0.11,,A5m,v,-0.015,-0.052,,0.014,20,SB1O,,19,,,,,,*
8967,18    And,BD+49 418,222304,35642,3897,,,,,,,23,34,17.4,+,49,55,4,23,39,8.3,+,50,28,18,111.34,-10.77,5.30,,,-0.06,,-0.15,,,,B9V,,-0.017,-0.002,,,9,SB,,178,,,,,,
9039,82    Peg,BD+10 500,223781,108879,1625,,,,,,HT Peg,23,47,31.0,+,10,23,28,23,52,37.1,+,10,56,51,100.44,-49.34,5.30,,,0.18,,0.09,,,,A4Vn,,-0.029,0.001,,0.018,-3,V,,156,,,,,,*
267,22Phi3Cet,BD-12  16,5437,147519,,I,,,,,,0,51,0.6,-,11,48,29,0,56,1.5,-,11,16,0,127.04,-74.10,5.31,,,1.52,,1.78,,,,K4III,,-0.020,-0.008,,0.009,-26,V?,,,,,,,,
514,Eps Scl,CD-25  70,10830,167275,61,,,,1394,,,1,40,57.7,-,25,33,8,1,45,38.8,-,25,3,9,206.28,-77.66,5.31,,,0.39,,0.02,,,,F1V,,0.162,-0.057,,0.037,15,V,,86,,3.2,4.9,AB,4,*
645,,BD+50  48,13530,23047,77,,,W,,,747,2,6,57.0,+,50,36,5,2,13,36.3,+,51,3,57,135.85,-9.73,5.31,,,0.93,,0.62,,0.34,E,G8III:,v,0.346,-0.171,,0.009,27,SBO,,,,4.4,27.3,,,*
778,Eta Hor,CP-53  45,16555,232835,2182,,,,,,,2,34,6.4,-,52,58,33,2,37,24.4,-,52,32,35,272.31,-57.82,5.31,,,0.27,,,,,,A6V,,0.100,-0.019,,0.025,-3,,,239,,,,,,
1069,36    Per,BD+45  77,21770,38924,2249,,,,,,1182,3,25,30.4,+,45,43,5,3,32,26.3,+,46,3,25,149.87,-8.22,5.31,,,0.40,,-0.02,,0.22,,F4III,,-0.054,-0.079,,0.031,-49,,,29,,,,,,
1469,,BD+00  79,29335,111928,2339,,,,,,1671,4,32,4.4,+,0,47,45,4,37,13.7,+,0,59,54,195.13,-28.94,5.31,,,-0.12,,-0.45,,,,B7V,,-0.004,-0.004,,,24,V,,136,,,,,,*
1516,Lam Pic,CD-50 147,30185,233638,2351,,,,,,,4,40,12.5,-,50,40,10,4,42,46.4,-,50,28,53,257.58,-40.79,5.31,,,0.98,,0.74,,,,K0-1III,,-0.031,0.030,,0.000,5,,,,,,,,,
1677,Bet Men,CP-71  30,33285,256154,2380,,,,,,,5,4,0.4,-,71,27,3,5,2,43.0,-,71,18,52,282.77,-34.21,5.31,,,1.00,,0.77,,,,G8III,,-0.005,0.004,,0.013,-11,,,,,,,,,
1935,Nu 2Col,CD-28 232,37495,170613,,,,,,,,5,33,50.3,-,28,44,58,5,37,44.6,-,28,41,22,232.81,-27.75,5.31,,,0.46,,0.10,,,,F4V,,-0.034,0.052,,0.047,36,V,,31,,,,,,
2008,,CD-46 199,38871,217521,2434,,,W,,,,5,43,41.0,-,46,38,2,5,46,27.4,-,46,35,50,253.21,-30.16,5.31,,,1.04,,,,,,K0-1II,,0.012,0.004,,0.018,11,,,,,7.4,37.0,,,
2168,19    Lep,BD-19 136,42042,151142,,I,,,,,,6,3,20.6,-,19,9,14,6,7,41.6,-,19,9,57,225.72,-18.01,5.31,,,1.68,,1.96,,,,M2III,,0.013,0.054,,,29,V,,,,,,,,
2727,,CD-40 298,55719,218525,,,,,,,Var?,7,8,57.0,-,40,19,47,7,12,15.8,-,40,29,56,251.76,-13.57,5.31,,,0.06,,0.09,,,,A3pSrEuCr,,-0.018,-0.015,,0.009,17,SBO,,66,,,,,,*
2983,76    Gem,BD+26 163,62285,79650,,I,,,,,3703,7,38,0.9,+,26,1,21,7,44,6.9,+,25,47,3,194.42,22.39,5.31,,,1.54,,1.89,,,,K4-5III,,-0.020,-0.016,,0.007,3,V,<,19,:,,,,,
3170,,CD-32 479,66888,198764,,I,,,,,MZ Pup,8,0,22.3,-,32,23,30,8,4,16.2,-,32,40,30,249.83,-0.69,5.31,,,1.91,,1.95,,,,M1Ib,,-0.003,0.004,,0.024,36,,,,,,,,,*
3500,14    Hya,BD-02 269,75333,136308,1230,,,,,,KX Hya,8,44,20.2,-,3,4,19,8,49,21.7,-,3,26,35,230.64,24.19,5.31,,,-0.09,,-0.35,,,,B9pHgMn,,-0.020,-0.023,,,33,V?,,35,,,,,,*
3991,,BD-12 310,88215,155780,,,,,,,,10,5,13.4,-,12,19,17,10,10,5.9,-,12,48,58,253.29,34.08,5.31,,,0.36,,0.00,,,,F5V,,-0.125,-0.113,,0.028,23,SB1O,,148,,,,,,*
4422,57    UMa,BD+40 243,99787,62572,,,,,8175,,,11,23,41.0,+,39,53,14,11,29,4.2,+,39,20,13,172.23,68.97,5.31,,,0.01,,0.01,,,,A2V,,-0.050,0.016,,0.025,-11,SB,,176,,2.5,346.3,AD,6,*
4652,,CD-45 763,106321,223297,,,,W,,,,12,8,48.9,-,45,10,4,12,14,2.6,-,45,43,26,296.13,16.65,5.31,,,1.43,,1.59,,0.70,C,K3III,,-0.042,0.007,,0.007,7,SB,,,,1.3,2.8,,,*
4830,,CP-62 289,110432,252002,3015,,,,,,BZ Cru,12,36,58.1,-,62,30,36,12,42,50.3,-,63,3,31,301.96,-0.20,5.31,,,0.27,,-0.79,,0.21,,B1IIIe,v,-0.015,0.000,,,35,SB,,275,,,,,,*
5048,,CP-63 274,116457,252304,3071,,,W,,,,13,18,32.1,-,63,57,46,13,25,13.9,-,64,29,7,306.56,-1.85,5.31,,,0.40,,-0.01,,,,F2III,,-0.157,-0.022,,0.008,-2,,,0,,5.7,25.7,,,*
5523,7Mu  Lib,BD-13 398,130559,158821,,,,,9396,,6816,14,43,50.0,-,13,43,57,14,49,19.1,-,14,8,56,341.30,39.78,5.31,,,0.07,,-0.05,,,,A1pSrCrEu,,-0.061,-0.014,,0.006,-4,SB?,,26,,0.9,1.8,AB,5,*
6516,,BD-00 330,158614,141702,,,,,10598,,,17,25,14.8,-,0,58,48,17,30,23.8,-,1,3,45,22.40,17.44,5.31,,,0.72,,0.31,,0.36,,G9IV-VHdel 1,,-0.117,-0.170,,0.054,-77,SBO,,,,0.1,0.7,,,*
7612,Mu 2Pav,CP-67 369,188887,254707,,,,,,,,19,52,8.6,-,67,12,51,20,1,52.4,-,66,56,39,328.95,-31.67,5.31,,,1.22,,1.29,,0.41,E,K2IVCNII,,0.030,-0.073,,0.025,42,,,,,,,,,*
7794,,BD+04 443,194013,125747,1531,,,,,,,20,18,13.4,+,5,1,24,20,23,10.7,+,5,20,35,48.75,-17.63,5.31,,,0.97,,0.77,,0.50,,G8III-IV,,-0.026,-0.039,,0.002,-12,,<,19,:,,,,,
8032,33    Vul,BD+21 442,199697,89332,1549,I,,,,,,20,53,48.0,+,21,56,21,20,58,16.4,+,22,19,33,68.36,-15.04,5.31,,,1.40,,,,0.74,,K3.5III,,-0.003,-0.003,,,-28,,,,,,,,,
8215,70    Cyg,BD+36 456,204403,71358,3714,,,,,,,21,23,16.6,+,36,40,55,21,27,21.4,+,37,7,0,83.94,-9.86,5.31,,,-0.14,,-0.64,,,,B3V,,0.000,0.002,,,-20,SB,,135,,,,,,*
8216,,BD+48 339,204411,50867,,,,,,,13718,21,23,18.5,+,48,24,0,21,26,51.6,+,48,50,6,92.09,-1.39,5.31,,,0.07,,0.16,,,,A6pCrEu:,,0.060,0.023,,0.008,-13,V,,9,,,,,,*
8975,Mu  Scl,CD-321762,222433,214701,1618,,,,,,14661,23,35,23.4,-,32,37,34,23,40,38.2,-,32,4,23,10.86,-73.86,5.31,,,0.97,,0.66,,,,K1III,,-0.089,-0.055,,0.027,14,,,,,,,,,
917,9Rho2Eri,BD-08  56,18953,130254,,I,,,2312,,1024,2,57,47.7,-,8,4,43,3,2,42.3,-,7,41,7,187.04,-53.34,5.32,,,0.94,,0.73,,,,K0II-III,,0.047,-0.001,,,25,,,,,4.2,1.9,,,*
2165,36    Cam,BD+65  51,41927,13756,233,I,,,,,,6,2,47.4,+,65,44,18,6,12,51.1,+,65,43,6,148.62,20.75,5.32,,,1.34,,1.44,,,,K1.5IIIbCN-0.5,,0.006,-0.033,,0.004,7,SB,<,17,,,,,,
2498,,BD-14 157,49048,151895,,,,,,,,6,41,26.6,-,14,41,24,6,45,59.3,-,14,47,46,225.57,-7.87,5.32,,,0.07,,0.12,,,,A2V,,-0.025,-0.017,,0.024,-19,,,205,,,,,,
3182,,BD+68  52,67447,14456,1215,,,,,,,8,2,51.8,+,68,46,7,8,12,48.8,+,68,28,27,147.01,32.53,5.32,,,1.04,,0.81,,0.48,,G7+II,,0.000,0.008,,0.021,-9,V,<,19,:,,,,,*
3652,36    Lyn,BD+43 189,79158,42759,346,,,,,,,9,7,15.9,+,43,37,48,9,13,48.2,+,43,13,4,177.86,43.61,5.32,,,-0.14,,-0.48,,,,B8IIIpMn,,-0.028,-0.032,,,21,V,,29,,,,,,*
3863,,CP-57 222,84121,237221,,,,W,,,,9,37,37.7,-,57,31,43,9,40,42.5,-,57,59,1,279.79,-3.95,5.32,,,0.20,,0.10,,,,A3IV,,-0.034,0.006,,0.031,7,SB,,39,,0.2,0.2,,,*
3900,22    Leo,BD+25 216,85376,81054,,,,,,,,9,46,12.5,+,24,52,7,9,51,53.0,+,24,23,43,206.42,49.69,5.32,,,0.23,,0.08,,,,A5IV,,0.006,-0.179,,0.040,-2,V?,,126,,,,,,*
4365,73    Leo,BD+14 236,97907,99525,,I,,S,,,,11,10,38.0,+,13,51,11,11,15,51.9,+,13,18,27,239.93,63.74,5.32,,,1.20,,1.09,,,,K3III,,-0.007,-0.008,,,18,SB,,19,:,,,,,*
4528,4    Vir,BD+09 254,102510,119058,,,,W,,,,11,42,46.6,+,8,48,5,11,47,54.9,+,8,14,45,261.46,65.86,5.32,,,0.02,,0.04,,,,A1,,-0.057,0.012,,0.017,-1,V,,68,,6.8,150.2,AB,3,
4712,,CD-34 811,107832,203420,2992,,,,,,,12,18,19.7,-,34,51,29,12,23,35.4,-,35,24,46,296.56,27.11,5.32,,,-0.08,,,,,,B9III,,-0.036,-0.003,,,-10,,,45,,,,,,*
4908,,CP-56 549,112244,240385,,,,W,,,6024,12,50,3.5,-,56,17,37,12,55,57.0,-,56,50,10,303.55,6.03,5.32,,,0.01,,-0.84,,,,O9Ib,,-0.024,-0.010,,,18,V,,145,,5.0,29.1,,,*
4928,9    Dra,BD+67  77,113092,15960,,I,,,,,,12,56,8.4,+,67,8,12,12,59,55.1,+,66,35,50,121.60,50.51,5.32,,,1.29,,1.29,,,,K2III,,-0.139,-0.013,,0.005,-30,V?,<,17,,,,,,
5390,,CD-241146,126218,182517,1376,,,,,,,14,19,6.1,-,24,21,9,14,24,48.6,-,24,48,23,328.45,33.40,5.32,,,0.96,,0.71,,,,G8III,,-0.055,-0.016,,0.024,-22,V?,,,,,,,,
5558,,CD-331016,131625,206099,1389,,,W,,,,14,49,36.3,-,33,26,59,14,55,44.7,-,33,51,21,330.53,22.27,5.32,,,0.04,,,,,,A0V,,0.020,0.000,,0.007,0,SB2,,202,,7.2,24.3,,,
6279,53    Her,BD+31 292,152598,65627,1441,,,W,,,,16,49,10.4,+,31,52,1,16,52,58.1,+,31,42,6,53.39,37.87,5.32,,,0.29,,-0.02,,,,F0-2V,,-0.091,-0.017,,0.012,-22,,,59,,6.7,70.9,,,
7703,,CD-361394,191408,211885,,,,W,,,,20,4,37.7,-,36,21,9,20,11,11.9,-,36,6,4,5.26,-30.91,5.32,,,0.87,,0.46,,0.49,,K3V,,0.458,-1.571,,0.179,-130,V?,,,,4.0,,AD,4,*
7753,24    Vul,BD+24 407,192944,88451,760,,,,,,,20,12,30.3,+,24,21,47,20,16,47.1,+,24,40,16,64.61,-5.97,5.32,,,0.95,,0.67,,,,G8III,,0.016,-0.018,,-0.003,15,V,<,19,:,,,,,
8480,41    Aqr,BD-21 618,210960,190986,,,,,15753,,,22,8,46.7,-,21,34,18,22,14,18.0,-,21,4,27,33.83,-53.78,5.32,,,0.80,,0.43,,,,K0III+F2V,,0.016,0.066,,0.016,-24,,,,,1.6,5.1,AB,4,*
8531,,CP-58 795,212330,247441,,I,',W,,,,22,18,18.0,-,58,17,39,22,24,56.4,-,57,47,50,332.61,-50.04,5.32,,,0.67,,0.13,,0.39,,G3IV,,0.143,-0.343,,0.058,8,,,,,7.6,81,,,
8887,64    Peg,BD+31 489,220222,73205,,,,,16702,,,23,17,1.9,+,31,15,52,23,21,54.9,+,31,48,45,101.57,-27.32,5.32,,,-0.11,,-0.49,,,,B6III,,0.005,-0.010,,0.001,2,SB,,161,,3.7,0.4,AB,3,
8940,71    Peg,BD+21 495,221615,91340,3889,I,,,,,HW Peg,23,28,27.5,+,21,56,49,23,33,28.1,+,22,29,56,100.25,-36.92,5.32,,,1.60,,1.61,,,,M5IIIa,,0.010,-0.017,,,3,V?,,,,,,,,*
175,32    And,BD+38   9,3817,54079,2043,,,,,,,0,35,41.7,+,38,54,35,0,41,7.2,+,39,27,31,120.76,-23.37,5.33,,,0.89,,0.60,,0.46,,G8III,,-0.010,-0.007,,0.010,-5,V,<,17,,,,,,*
855,20    Per,BD+37  65,17904,55975,,,,,2200,,977,2,47,23.7,+,37,55,48,2,53,42.6,+,38,20,15,147.81,-18.55,5.33,,,0.41,,0.04,,,,F4IV,,0.047,-0.077,,0.011,6,SBO,,63,,0.6,0.2,AB,4,*
1253,40    Tau,BD+05  58,25558,111585,,,,,,,,3,58,26.4,+,5,9,35,4,3,44.6,+,5,26,8,185.31,-33.28,5.33,,,-0.08,,-0.57,,,,B3V,,0.003,-0.010,,,11,,,51,,,,,,*
1562,5    Ori,BD+02  80,31139,112179,,I,,,,,1755,4,48,9.8,+,2,20,35,4,53,22.8,+,2,30,29,196.08,-24.71,5.33,,,1.64,,1.95,,0.91,E,M1III,,0.034,-0.019,,0.010,13,,,,,,,,,
1571,,BD+07  75,31296,112203,2369,I,,,,,1763,4,49,23.3,+,7,37,2,4,54,47.8,+,7,46,45,191.44,-21.59,5.33,,,1.22,,1.18,,,,gK1,,-0.021,-0.027,,,-5,,,,,,,,,
2229,73    Ori,BD+12 108,43247,95457,,,,,,,,6,10,7.9,+,12,34,57,6,15,45.0,+,12,33,4,197.71,-2.04,5.33,,,-0.02,,-0.13,,,,B9II-III,,-0.001,0.001,,,13,V,,59,,,,,,
2520,14    Lyn,BD+59 102,49618,26012,,,,,5514,,,6,44,15.9,+,59,34,2,6,53,5.1,+,59,26,55,156.54,23.32,5.33,,,0.65,,,,,,G4III+A2V,,-0.006,-0.039,,0.005,13,V?,,26,:,1.0,0.9,AB,4,*
2825,,BD-15 181,58343,152834,,,,,,,FW CMa,7,20,8.9,-,16,0,18,7,24,40.1,-,16,12,4,231.09,-0.21,5.33,,,-0.05,,-0.60,,-0.02,,B2.5IVe,v,-0.014,-0.010,,,2,V,,33,,,,,,*
2896,,BD+31 162,60318,60204,,,,,6185,,,7,28,47.5,+,31,10,42,7,35,8.7,+,30,57,40,188.43,22.29,5.33,,,1.01,,0.85,,,,K0III,,-0.033,0.013,D,0.003,-6,,<,19,:,0.4,0.4,AB,3,*
3043,,CD-24 602,63660,174592,,,,,,,,7,44,49.6,-,24,39,44,7,49,1.7,-,24,54,44,241.47,0.49,5.33,,,0.76,,,,,,G0III,,-0.030,0.019,,0.036,2,SB,,,,,,,,
3358,,CD-47 400,72108,219985,,,,W,,,,8,25,55.2,-,47,35,42,8,29,4.7,-,47,55,45,265.14,-5.28,5.33,,,-0.14,,-0.79,,,,B2IV,,-0.011,-0.001,,,29,SB,,66,,0.0,0.2,AP,4,*
3366,33Eta Cnc,BD+20 210,72292,80243,321,I,,,,,,8,26,55.5,+,20,46,52,8,32,42.5,+,20,26,28,204.33,31.06,5.33,,,1.25,,1.39,,0.61,,K3III,,-0.047,-0.043,,0.013,24,,,,,,,,,
3551,,CD-47 448,76360,220636,,,,W,,,,8,50,29.2,-,47,8,24,8,53,50.7,-,47,31,15,267.37,-1.74,5.33,,,0.26,,,,,,A9IV-V,,0.006,-0.028,,0.019,-1,SB2,,99,,0.0,0.1,,,*
3694,,CD-38 543,80170,200185,,,,,,,,9,13,1.8,-,38,58,55,9,16,57.2,-,39,24,5,264.14,6.80,5.33,,,1.17,,,,,,K5III-IV,,-0.009,-0.031,,0.027,0,V,,,,,,,,*
4086,,CD-37 650,90132,201346,1269,,,,,,,10,19,6.5,-,37,30,8,10,23,29.3,-,38,0,36,273.35,16.22,5.33,,,0.25,,,,,,A8V,,-0.158,-0.057,,0.015,17,,,208,,,,,,
4496,61    UMa,BD+35 227,101501,62655,1300,,,W,,,5291,11,35,47.1,+,34,46,0,11,41,3.0,+,34,12,6,183.53,73.32,5.33,,,0.72,,0.25,,0.36,,G8V,,-0.012,-0.381,,0.119,-5,V,<,17,,4.9,159.3,,,
4995,55    Vir,BD-19 365,114946,157806,,,,,,,,13,8,49.7,-,19,24,20,13,14,10.9,-,19,55,51,310.21,42.62,5.33,,,0.87,,0.44,,,,G6V,,-0.122,0.167,,0.010,-45,V?,,,,,,,,
5013,,BD+14 259,115478,100497,,I,,,,,,13,12,18.8,+,14,12,7,13,17,15.6,+,13,40,32,328.35,75.26,5.33,,,1.31,,1.51,,0.66,,K3III,,0.007,0.039,,,-25,V?,<,19,:,,,,,
5675,3    Ser,BD+05 298,135482,120916,562,I,,,,,,15,10,13.0,+,5,18,38,15,15,11.4,+,4,56,22,6.46,49.21,5.33,,,1.09,,0.91,,0.58,,K0III,,-0.018,0.005,,0.021,-34,,,,,,,,,
5843,20Chi Ser,BD+13 298,140160,101683,3243,,,,,,Chi Ser,15,37,5.0,+,13,10,6,15,41,47.4,+,12,50,51,21.83,47.75,5.33,,,0.04,,0.05,,-0.04,,A0pSr,v,0.040,-0.003,,0.032,2,SB,,64,,,,,,*
6083,,CD-491059,147152,226693,,,,,,,,16,14,59.5,-,49,20,0,16,22,28.0,-,49,34,20,334.01,0.13,5.33,,,-0.04,,-0.23,,,,B6IV,,-0.011,-0.024,,,-10,,,190,,,,,,*
6142,,CD-411069,148688,226855,,,,W,,,7781,16,24,44.7,-,41,36,0,16,31,41.7,-,41,49,1,340.72,4.35,5.33,,,0.33,,-0.77,,0.30,,B1Iae,v,-0.016,0.000,,,-14,,,93,,4.3,58.0,AC,3,*
6393,37    Oph,BD+10 316,155644,102646,3369,I,,W,,,,17,7,44.9,+,10,42,22,17,12,27.8,+,10,35,7,31.38,26.74,5.33,,,1.59,,1.64,,,,M2IIIa,,0.001,-0.026,,,26,V?,,,,8.7,30.3,,,
6819,,CP-56 870,167128,245369,1474,,,,,,Var?,18,8,42.0,-,56,3,16,18,17,7.5,-,56,1,24,338.39,-17.69,5.33,,,-0.05,,-0.69,,-0.03,,B3IIIep,v,-0.006,-0.013,,,15,SB,,50,,,,,,*
7221,,CP-68 318,177389,254475,,,,,,,,18,59,16.7,-,68,34,41,19,9,52.7,-,68,25,29,327.17,-26.76,5.33,,,0.91,,0.61,,,,G8-K0III-IV,,0.145,-0.052,,0.030,-10,,,,,,,,,
7552,,CD-401351,187474,229903,3583,,,,,,V3961 Sgr,19,45,3.2,-,40,7,40,19,51,50.6,-,39,52,28,0.03,-28.05,5.33,,,-0.06,,-0.22,,,,A0pCrSr:,v,0.023,-0.015,,0.020,-2,SB,,6,,,,,,*
8475,,BD+33 445,210889,72132,3776,I,,,,,,22,8,22.2,+,34,6,41,22,12,47.8,+,34,36,17,89.46,-17.76,5.33,,,1.13,,1.13,,,,K2-III-IIIb,,0.020,-0.050,,0.003,-7,V?,<,19,:,,,,,
8804,4    And,BD+45 414,218452,52711,3852,I,,,16526,,,23,3,4.8,+,45,50,49,23,7,39.3,+,46,23,14,104.90,-12.82,5.33,,,1.41,,1.72,,0.75,,K5III,,-0.009,-0.028,,,-6,V?,,,,5.5,48.2,,,*
310,74Psi1Psc,BD+20  15,6456,74482,,,,,899,A,397,1,0,19.1,+,20,56,16,1,5,40.9,+,21,28,24,127.34,-41.28,5.34,,,-0.03,,-0.06,,,,A1Vn,,0.050,-0.016,D,0.016,-3,V,,246,,0.3,29.9,AB,3,*
513,,BD-06  33,10824,129490,2117,I,,,,,,1,40,58.0,-,6,14,1,1,45,59.3,-,5,44,0,156.61,-64.97,5.34,,,1.52,,1.88,,,,K4III,,-0.007,-0.033,,,11,V?,,,,,,,,
1364,,CD-44 150,27588,216749,,,,W,,,,4,16,6.7,-,44,30,26,4,19,16.6,-,44,16,5,249.61,-45.32,5.34,,,1.08,,0.95,,0.51,C,K2III,,0.063,-0.046,,0.005,24,,,,,2.4,70.4,,,*
1664,14    Ori,BD+08  86,33054,112440,,,,,3711,,,5,2,26.1,+,8,22,5,5,7,52.9,+,8,29,54,192.67,-18.48,5.34,,,0.33,,0.10,,0.18,,Am,,0.024,-0.065,,0.004,6,V,,52,,0.8,0.7,,,*
1746,21    Ori,BD+02  91,34658,112624,,,,,,,1922,5,13,58.2,+,2,29,32,5,19,11.2,+,2,35,45,199.54,-19.12,5.34,,,0.41,,0.09,,,,F5II,v,-0.017,-0.047,,0.022,11,V,,72,,,,,,*
1868,,BD-01  94,36695,132255,,,,,,,VV Ori,5,28,26.8,-,1,13,35,5,33,31.4,-,1,9,22,204.84,-17.81,5.34,,,-0.18,,-0.90,,-0.20,,B1V,,-0.004,0.000,,,22,SB1O,,168,,,,,,*
1917,,CP-64  45,37297,249309,2418,,,,,,,5,32,26.8,-,64,17,37,5,32,59.6,-,64,13,39,273.80,-32.72,5.34,,,1.04,,0.85,,,,G8-K0III,,0.041,-0.010,,0.010,10,SBO,,,,,,,,*
3669,82Pi 2Cnc,BD+15 200,79554,98456,2733,I,,,,,,9,9,42.6,+,15,21,23,9,15,13.8,+,14,56,29,215.07,38.49,5.34,,,1.32,,1.33,,,,K1III,,-0.044,-0.012,,,26,,,,,,,,,*
4049,,CD-28 807,89353,178644,1265,,,,,,AG Ant,10,13,32.5,-,28,29,31,10,18,7.6,-,28,59,31,266.85,22.93,5.34,,,0.24,,,,,,A0Ib-IIp,,-0.010,0.012,,,-33,,,,,,,,,*
4219,,CP-63 164,93540,251115,,,,,,,,10,42,39.1,-,63,59,16,10,46,16.5,-,64,30,54,289.97,-4.84,5.34,,,-0.10,,-0.45,,,,B6V,e,-0.025,-0.005,,,32,,,228,,,,,,*
4227,53    Leo,BD+11 228,93702,99305,409,,,,,,,10,44,0.0,+,11,4,28,10,49,15.4,+,10,32,43,237.00,56.82,5.34,,,0.03,,0.02,,,,A2V,,-0.003,-0.025,,0.007,-7,SB,,191,,,,,,
4620,,CD-47 739,105416,223235,,,,,,,,12,3,3.8,-,48,8,8,12,8,14.7,-,48,41,34,295.62,13.57,5.34,,,-0.01,,-0.04,,0.00,C,B9V,,-0.025,-0.017,,,3,V,,,,,,,,*
5540,,CP-76  92,131109,257212,3175,,,,,,R Aps,14,46,28.8,-,76,15,19,14,57,52.9,-,76,39,46,310.14,-15.60,5.34,,,1.45,,1.70,,,,K4III:,,-0.074,-0.015,,0.008,-31,,,,,,,,,*
6724,7    Sgr,CD-241379,164584,186163,,,,,,,,17,56,43.4,-,24,16,53,18,2,51.1,-,24,16,56,5.96,-0.96,5.34,,,0.52,,0.26,,0.36,,F3III,,0.005,-0.008,,0.007,-12,V,,36,,,,,,*
6870,,CD-361252,168733,210061,,,,,,,V4050 Sgr,18,16,6.4,-,36,42,58,18,22,53.1,-,36,40,10,356.99,-10.58,5.34,,,-0.14,,,,,,Ap,,0.000,-0.018,,,-12,SB?,,0,,,,,,*
6936,,CD-331328,170479,210257,,,,W,,,,18,24,31.2,-,33,3,19,18,31,4.8,-,32,59,21,1.11,-10.49,5.34,,,0.16,,0.07,,,,A3m,,-0.001,-0.045,,0.023,9,,,120,,4.5,3.4,AB,3,*
7279,20    Aql,BD-08 488,179406,143134,1500,,,,,,11808,19,7,15.2,-,8,6,24,19,12,40.7,-,7,56,22,28.23,-8.31,5.34,,,0.13,,-0.44,,,,B3V,,0.016,-0.006,,,-15,V,,187,,,,,,
8196,,CP-70 285,203881,255003,3712,,,,,,SX Pav,21,19,48.6,-,69,56,14,21,28,44.9,-,69,30,19,323.22,-38.65,5.34,,,1.55,,1.45,,1.51,E,M5III,,0.075,-0.047,,0.023,43,,,,,,,,,*
8496,42    Aqr,BD-13 614,211361,164974,,I,,,,,,22,11,26.8,-,13,19,48,22,16,48.1,-,12,49,53,46.72,-51.16,5.34,,,1.14,,1.07,,,,gK0,,0.015,0.006,,,13,V,,,,,,,,
8980,103    Aqr,BD-18 635,222547,165834,,I,,,,,,23,36,23.3,-,18,34,47,23,41,34.5,-,18,1,38,58.77,-71.51,5.34,,,1.57,,1.93,,0.92,,K5III,,-0.039,-0.071,,,25,,,,,,,,,
